model,scenario,region,variable,unit,year,value,Category,Ssp_family
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1692.791613277248,C2,2.0
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,27.5893385091439,C3,2.0
GCAM 5.3,R_MAC_50_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4893.26203430473,C1,2.0
IMAGE 3.2,SSP2_SPA2_34I_D,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7212.182999312879,C5,2.0
POLES EMF33,EMF33_Med2C_cost100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2789.32568359375,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5845.30569303381,C5,2.0
COFFEE 1.1,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-419.527789,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8490.443419833486,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3.726950815284582,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1095.7512,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,683.3613,C3,2.0
AIM/Hub-Global 2.0,WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,748.9551000000001,C3,2.0
GCAM 5.3,R_MAC_30_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3600.46673325966,C1,2.0
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,548.7211,C2,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,626.6456999999999,C3,2.0
COFFEE 1.1,EN_INDCi2030_1400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2589.117711,C5,2.0
POLES ENGAGE,EN_NPi2020_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1069.72509765625,C3,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,579.9039,C2,2.0
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1180.9959,C3,2.0
COFFEE 1.1,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-423.8214870000001,C3,2.0
COFFEE 1.1,EN_INDCi2030_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3095.667103,C5,2.0
REMIND 2.1,TechCost-SSP2-B1100-nucH,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,931.3767,C3,2.0
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,432.9641,C1,2.0
REMIND-MAgPIE 1.7-3.0,SMP_2C_lifesty,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1079.087,C1,2.0
REMIND 2.1,R2p1_SSP2-PkBudg1100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,831.4616,C3,2.0
POLES ENGAGE,EN_INDCi2030_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,952.8030395507812,C3,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2203.285,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,100.2818194041723,C3,2.0
POLES ENGAGE,EN_INDCi2030_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1463.335205078125,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,187.3270372821777,C3,2.0
POLES GECO2019,CO_2Deg2020,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1591.511474609375,C3,2.0
POLES ENGAGE,EN_INDCi2030_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1357.988647460938,C3,2.0
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-274.2902,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,730.3498237821077,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,844.5726452584065,C3,2.0
REMIND 2.1,CEMICS_opt_2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,947.1348,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7090.921788611076,C5,2.0
COFFEE 1.1,EN_INDCi2030_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-570.1395847499999,C2,2.0
AIM/CGE 2.2,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2.6785,C2,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,669.0519,C2,2.0
AIM/CGE 2.1,CD-LINKS_INDC2030i_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1916.1046,C5,2.0
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,169.36972873311,C2,2.0
GCAM 5.3,R_MAC_75_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,152.11457196229,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,28.10229253592586,C2,2.0
COFFEE 1.1,EN_INDCi2030_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3720.100607,C5,2.0
COFFEE 1.1,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2271.348663,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1454.028377600428,C3,2.0
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-54.3671095979935,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5830.254944523399,C5,2.0
COFFEE 1.1,EN_NPi2020_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5757.839135000001,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1051.0302,C3,2.0
WITCH 5.0,EN_INDCi2030_2000f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1787.238200366282,C5,2.0
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1037.475953593792,C1,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,865.332,C3,2.0
COFFEE 1.1,EN_INDCi2030_1200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1899.651778,C5,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,15.832699999999999,C3,2.0
AIM/CGE 2.1,CO_Bridge,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-234.3373,C3,2.0
AIM/CGE 2.1,CD-LINKS_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-787.9235,C3,2.0
WITCH 5.0,EN_NPi2020_2500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3420.853275406968,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3164.118,C5,2.0
REMIND 2.1,CEMICS_HotellingConst_2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,851.4679,C3,2.0
POLES ENGAGE,EN_NPi2020_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1372.68115234375,C3,2.0
REMIND 1.7,ADVANCE_2020_1.5C-2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-707.7923,C1,2.0
POLES ENGAGE,EN_INDCi2030_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1238.945068359375,C3,2.0
WITCH 5.0,CO_2Deg2020,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2665.428175017986,C3,2.0
COFFEE 1.1,EN_NPi2020_1200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2455.052695,C5,2.0
REMIND 2.1,CEMICS_HotellingConst_1p5,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2508.4357,C1,2.0
TIAM-ECN 1.1,EN_INDCi2030_1200,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2543.606598248413,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7329.660807748788,C5,2.0
COFFEE 1.1,EN_NPi2020_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-452.1855109999999,C3,2.0
REMIND-Buildings 2.0,BEG-Budg600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,10.766,C2,2.0
GCAM 5.3,SSP_SSP2,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2236.97011725567,C3,2.0
COFFEE 1.1,EN_INDCi2030_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3509.2398,C5,2.0
GCAM 5.3,R_MAC_95_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5051.99804587644,C5,2.0
AIM/CGE 2.2,EN_NPi2020_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1076.0234,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6800.775760577892,C5,2.0
POLES ENGAGE,EN_INDCi2030_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,920.92529296875,C2,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,584.689780748524,C2,2.0
IMAGE 3.0.2,EMF33_tax_hi_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3768.39208984375,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,63.46193587747047,C3,2.0
GEM-E3_V2021,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2183.651659297539,C2,2.0
IMAGE 3.0.1,CD-LINKS_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-9878.792047500609,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,265.5493564379266,C3,2.0
REMIND-Transport 2.1,Transport_Budg1100_Conv,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,57.2012,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,444.2807,C2,2.0
COFFEE 1.1,EN_INDCi2030_600_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-148.207904,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7385.861434918749,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6499.261314716879,C5,2.0
COFFEE 1.1,EN_INDCi2030_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1002.3383184,C5,2.0
POLES ENGAGE,EN_INDCi2030_300f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,880.7951049804688,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,52.59739768363871,C3,2.0
IMAGE 3.0.1,SSP2-34,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6085.11181640625,C5,2.0
WITCH 5.0,EN_INDCi2030_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1813.48404996926,C2,2.0
AIM/CGE 2.2,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7859.6864,C5,2.0
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,500.176788330078,C3,2.0
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1068.869513809004,C3,2.0
POLES EMF33,EMF33_Med2C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2769.0234375,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1119.347818167183,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8444.384510938207,C5,2.0
IMAGE 3.0,CO_2Deg2030,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1384.212553501129,C3,2.0
COFFEE 1.1,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5183.976704000001,C5,2.0
AIM/CGE 2.2,EN_INDCi2030_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3023.753,C3,2.0
AIM/CGE 2.2,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4036.3784,C1,2.0
POLES ENGAGE,EN_NPi2020_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,647.1683959960938,C2,2.0
TIAM-ECN 1.1,EN_NPi2020_1200,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1677.909799949861,C3,2.0
POLES ENGAGE,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6231.828125,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6807.398646946847,C5,2.0
GEM-E3_V2021,EN_INDCi2030_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2954.61936942496,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3427.120963918321,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,789.0769,C2,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,124.24867577866,C2,2.0
POLES GECO2019,CO_Bridge,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6092.916015625,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5906.634686754922,C5,2.0
IMAGE 3.0.2,EMF33_tax_lo_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,9310.970703125,C5,2.0
IMAGE 3.2,SSP2_SPA2_26I_LIRE,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6853.106499341271,C3,2.0
IMAGE 3.0.2,EMF33_WB2C_nobeccs,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1626.5849609375,C3,2.0
MESSAGE-GLOBIOM 1.0,SSP2-19,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-333.7463283,C1,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,235.616950963994,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1014.6203,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7646.742257119062,C5,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,870.7209,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,967.1474,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,515.7419,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8013.078375668823,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3502.586748710896,C3,2.0
REMIND 2.1,R2p1_SSP2-PkBudg900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-304.3122,C1,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_limbio,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,848.9909,C3,2.0
POLES ADVANCE,ADVANCE_2030_Med2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1402.31025,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,910.0467,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,61.08271623622781,C2,2.0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,18.31633398489306,C1,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,944.9274,C2,2.0
GEM-E3_V2021,EN_NPi2020_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2933.594263847306,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,650.0369,C3,2.0
AIM/CGE 2.2,EN_NPi2020_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3194.479,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1085.997257776024,C3,2.0
COFFEE 1.1,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-282.722698,C3,2.0
AIM/CGE 2.2,EN_INDCi2030_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,9270.3285,C5,2.0
WITCH 5.0,CO_2Deg2030,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1658.183704311902,C3,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1011.3896,C3,2.0
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,412.5591497055489,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-769.7552,C1,2.0
MESSAGE-GLOBIOM 1.0,SSP2-26,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1331.288931,C3,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1315.5573,C3,2.0
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-403.3662251158929,C1,2.0
REMIND 2.1,TechCost-SSP2-B1100-spvH,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1057.8121,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-53.89548389158143,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4767.087316171748,C5,2.0
TIAM-ECN 1.1,EN_NPi2020_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1488.423420998668,C3,2.0
POLES ADVANCE,ADVANCE_2020_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4812.32,C2,2.0
AIM/CGE 2.2,EN_NPi2020_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7086.597,C5,2.0
MESSAGE-GLOBIOM 1.0,ADVANCE_INDC,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7027.2129363,C5,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,693.4461,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6412.323445040425,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7580.473895604297,C5,2.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,30.95944962,C1,2.0
REMIND-MAgPIE 1.5,SSP2-26,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1371.0,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,229.3758,C2,2.0
POLES ENGAGE,EN_INDCi2030_600f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1375.581420898438,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7703.161318663919,C5,2.0
POLES EMF33,EMF33_WB2C_nofuel,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-44.2329788208008,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7231.162044850948,C5,2.0
IMAGE 3.0.1,ADVANCE_2020_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2003.82272402445,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4919.165269262785,C5,2.0
REMIND-MAgPIE 1.7-3.0,CO_GPP,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2511.988,C5,2.0
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-207.0045175,C1,2.0
COFFEE 1.1,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-493.0664860000001,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-521.4338,C1,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,163.289690752248,C2,2.0
REMIND 2.1,TechCost-SSP2-B1100-windH,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1002.1529,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-10.63501733620531,C3,2.0
WITCH 5.0,EN_INDCi2030_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1369.095192501699,C3,2.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-120.0793443,C1,2.0
